   0.0000000e+00	   8.7610610e+00	   3.4656617e-01	   8.2614150e+00	   1.6413062e+01	   9.5422780e+00	
   5.0251256e-03	   8.4729695e+00	   3.2347220e-01	   7.9915009e+00	   1.6450571e+01	   9.1494448e+00	
   1.0050251e-02	   8.2035298e+00	   3.0229283e-01	   7.7393250e+00	   1.6412736e+01	   8.7636691e+00	
   1.5075377e-02	   7.9512399e+00	   2.8279837e-01	   7.5030992e+00	   1.6369447e+01	   8.3746913e+00	
   2.0100503e-02	   7.7147379e+00	   2.6479788e-01	   7.2815041e+00	   1.6354833e+01	   8.0382717e+00	
   2.5125628e-02	   7.4928035e+00	   2.4816686e-01	   7.0736059e+00	   1.6286652e+01	   7.6831722e+00	
   3.0150754e-02	   7.2844037e+00	   2.3275446e-01	   6.8780329e+00	   1.6304205e+01	   7.3611191e+00	
   3.5175879e-02	   7.0885263e+00	   2.1846426e-01	   6.6943391e+00	   1.6281032e+01	   7.0406053e+00	
   4.0201005e-02	   6.9042615e+00	   2.0518855e-01	   6.5213423e+00	   1.6252338e+01	   6.7290199e+00	
   4.5226131e-02	   6.7307874e+00	   1.9281703e-01	   6.3585588e+00	   1.6237744e+01	   6.4402862e+00	
   5.0251256e-02	   6.5674076e+00	   1.8128191e-01	   6.2053885e+00	   1.6187505e+01	   6.1231852e+00	
   5.5276382e-02	   6.4134222e+00	   1.7049454e-01	   6.0605964e+00	   1.6200195e+01	   5.8786331e+00	
   6.0301508e-02	   6.2682194e+00	   1.6039706e-01	   5.9242853e+00	   1.6148947e+01	   5.6034075e+00	
   6.5326633e-02	   6.1312875e+00	   1.5091711e-01	   5.7955061e+00	   1.6173409e+01	   5.3547908e+00	
   7.0351759e-02	   6.0020832e+00	   1.4202392e-01	   5.6741554e+00	   1.6161847e+01	   5.1113905e+00	
   7.5376884e-02	   5.8801510e+00	   1.3365659e-01	   5.5594807e+00	   1.6131556e+01	   4.8567046e+00	
   8.0402010e-02	   5.7650447e+00	   1.2575648e-01	   5.4513588e+00	   1.6134324e+01	   4.6390958e+00	
   8.5427136e-02	   5.6564266e+00	   1.1830013e-01	   5.3496756e+00	   1.6070026e+01	   4.3792453e+00	
   9.0452261e-02	   5.5539127e+00	   1.1123737e-01	   5.2528909e+00	   1.6113698e+01	   4.1978747e+00	
   9.5477387e-02	   5.4571491e+00	   1.0453967e-01	   5.1620043e+00	   1.6078875e+01	   3.9858743e+00	
   1.0050251e-01	   5.3658865e+00	   9.8167931e-02	   5.0762016e+00	   1.6104482e+01	   3.7876046e+00	
   1.0552764e-01	   5.2798549e+00	   9.2124995e-02	   4.9953689e+00	   1.6096892e+01	   3.5984446e+00	
   1.1055276e-01	   5.1987884e+00	   8.6360119e-02	   4.9191795e+00	   1.6067814e+01	   3.3812951e+00	
   1.1557789e-01	   5.1224247e+00	   8.0842265e-02	   4.8474528e+00	   1.6089247e+01	   3.2152524e+00	
