   0.0000000e+00	   0.0000000e+00	   2.4479008e+01	  -1.2799412e+00	  -8.7714992e-02	   7.5549044e+01	  -1.2208808e+01	   1.3187135e+00	
   0.0000000e+00	   1.0101010e-02	   2.4591123e+01	  -1.2999326e+00	   4.8407390e-02	   7.6473275e+01	  -9.7828899e+00	   9.5947124e-01	
   0.0000000e+00	   2.0202020e-02	   2.4647794e+01	  -1.2936897e+00	   1.9827019e-01	   7.7391165e+01	  -7.3005787e+00	   5.9168651e-01	
   0.0000000e+00	   3.0303030e-02	   2.4670804e+01	  -1.2787535e+00	   3.4429888e-01	   7.7651252e+01	  -4.9648089e+00	   2.1027836e-01	
   0.0000000e+00	   4.0404040e-02	   2.4612606e+01	  -1.2476214e+00	   4.7591063e-01	   7.7228478e+01	  -3.8914268e+00	  -1.5775680e-01	
   0.0000000e+00	   5.0505051e-02	   2.4647095e+01	  -1.1944403e+00	   7.0171783e-01	   7.7116386e+01	  -3.3179452e+00	  -5.1883599e-01	
   0.0000000e+00	   6.0606061e-02	   2.4836555e+01	  -1.1526375e+00	   9.8973690e-01	   7.7428915e+01	  -2.5045448e+00	  -8.8388398e-01	
   0.0000000e+00	   7.0707071e-02	   2.5037993e+01	  -1.0919531e+00	   1.2447691e+00	   7.7544711e+01	  -1.8121136e+00	  -1.2422475e+00	
   0.0000000e+00	   8.0808081e-02	   2.5310057e+01	  -1.0231136e+00	   1.4839869e+00	   7.6655009e+01	  -1.8860969e+00	  -1.5505783e+00	
   0.0000000e+00	   9.0909091e-02	   2.5657762e+01	  -9.3661167e-01	   1.6996376e+00	   7.5895637e+01	  -1.8212545e+00	  -1.8562334e+00	
   0.0000000e+00	   1.0101010e-01	   2.5954627e+01	  -8.5812594e-01	   1.9042696e+00	   7.5061525e+01	  -1.7620534e+00	  -2.1568469e+00	
   0.0000000e+00	   1.1111111e-01	   2.6108353e+01	  -7.9752479e-01	   2.0924040e+00	   7.4782903e+01	  -1.6707550e+00	  -2.4276473e+00	
   0.0000000e+00	   1.2121212e-01	   2.6203394e+01	  -7.3944451e-01	   2.2704743e+00	   7.4622552e+01	  -1.5838488e+00	  -2.6878776e+00	
   0.0000000e+00	   1.3131313e-01	   2.6336345e+01	  -6.8806592e-01	   2.4613938e+00	   7.4429534e+01	  -1.5000420e+00	  -2.9512861e+00	
   0.0000000e+00	   1.4141414e-01	   2.6387203e+01	  -6.3759315e-01	   2.6465768e+00	   7.4346848e+01	  -1.3911151e+00	  -3.1958682e+00	
   0.0000000e+00	   1.5151515e-01	   2.6498335e+01	  -5.9556214e-01	   2.8344796e+00	   7.4578796e+01	  -1.2759631e+00	  -3.4073879e+00	
   0.0000000e+00	   1.6161616e-01	   2.6938259e+01	  -5.4464197e-01	   2.9914357e+00	   7.4749315e+01	  -1.1619167e+00	  -3.6226791e+00	
   0.0000000e+00	   1.7171717e-01	   2.7434977e+01	  -4.8127675e-01	   3.1389664e+00	   7.4945566e+01	  -1.0447998e+00	  -3.8421624e+00	
   0.0000000e+00	   1.8181818e-01	   2.7742481e+01	  -4.1806734e-01	   3.2643654e+00	   7.6109799e+01	  -8.6268117e-01	  -4.0452513e+00	
   0.0000000e+00	   1.9191919e-01	   2.7902648e+01	  -3.5118084e-01	   3.3774150e+00	   7.7240755e+01	  -6.9775312e-01	  -4.2455058e+00	
   0.0000000e+00	   2.0202020e-01	   2.7946416e+01	  -2.8018459e-01	   3.4731372e+00	   7.8420818e+01	  -5.4073663e-01	  -4.4608636e+00	
