   0.0000000e+00	   0.0000000e+00	   2.3835995e+01	  -5.5067666e-01	  -1.9857481e-01	   7.1047052e+01	  -1.2752401e+00	   1.3608425e+00	
   0.0000000e+00	   1.0101010e-02	   2.3841536e+01	  -5.3184325e-01	  -1.2018210e-01	   7.2159915e+01	  -1.3073352e+00	   1.1670037e+00	
   0.0000000e+00	   2.0202020e-02	   2.3853153e+01	  -5.0971217e-01	  -2.3719693e-02	   7.3548798e+01	  -1.3578758e+00	   9.7382112e-01	
   0.0000000e+00	   3.0303030e-02	   2.3923525e+01	  -4.8292049e-01	   8.4584126e-02	   7.1918799e+01	  -1.2059191e+00	   7.7968841e-01	
   0.0000000e+00	   4.0404040e-02	   2.3981446e+01	  -4.5308043e-01	   2.0547285e-01	   7.1130440e+01	  -1.1052891e+00	   5.9478838e-01	
   0.0000000e+00	   5.0505051e-02	   2.4095411e+01	  -4.1789570e-01	   3.3882941e-01	   7.2582073e+01	  -1.1368249e+00	   4.1651545e-01	
   0.0000000e+00	   6.0606061e-02	   2.4276950e+01	  -3.6814943e-01	   4.5545966e-01	   7.5409586e+01	  -1.2662432e+00	   2.3553477e-01	
   0.0000000e+00	   7.0707071e-02	   2.4467962e+01	  -3.1545858e-01	   5.5894893e-01	   7.7967341e+01	  -1.3113195e+00	   5.5970312e-02	
   0.0000000e+00	   8.0808081e-02	   2.4542708e+01	  -2.7448718e-01	   6.5903584e-01	   8.0392398e+01	  -9.8749445e-01	  -1.0779033e-01	
   0.0000000e+00	   9.0909091e-02	   2.4516428e+01	  -2.4001267e-01	   7.5262801e-01	   8.3033960e+01	  -6.6859195e-01	  -2.7085253e-01	
   0.0000000e+00	   1.0101010e-01	   2.4384350e+01	  -2.1093550e-01	   8.4012061e-01	   8.4414425e+01	  -3.8813418e-01	  -4.3983373e-01	
   0.0000000e+00	   1.1111111e-01	   2.4312541e+01	  -1.9826077e-01	   9.1696053e-01	   8.1755172e+01	  -5.0124277e-01	  -6.0115057e-01	
   0.0000000e+00	   1.2121212e-01	   2.4382782e+01	  -1.9796890e-01	   9.5871676e-01	   8.0744966e+01	  -5.5753641e-01	  -7.5294912e-01	
   0.0000000e+00	   1.3131313e-01	   2.4410361e+01	  -1.9678970e-01	   1.0171419e+00	   8.1277549e+01	  -5.1600186e-01	  -8.9990944e-01	
   0.0000000e+00	   1.4141414e-01	   2.4520126e+01	  -1.9534691e-01	   1.0953034e+00	   8.1719952e+01	  -4.8839775e-01	  -1.0378884e+00	
   0.0000000e+00	   1.5151515e-01	   2.4548049e+01	  -1.9379669e-01	   1.1873278e+00	   8.2127928e+01	  -4.6541804e-01	  -1.1498557e+00	
   0.0000000e+00	   1.6161616e-01	   2.4687144e+01	  -1.9206584e-01	   1.2957362e+00	   8.2478296e+01	  -4.3508954e-01	  -1.2651446e+00	
   0.0000000e+00	   1.7171717e-01	   2.5121878e+01	  -1.8291384e-01	   1.4596119e+00	   8.2142730e+01	  -3.8321949e-01	  -1.3661282e+00	
   0.0000000e+00	   1.8181818e-01	   2.5593548e+01	  -1.6036196e-01	   1.6345939e+00	   8.0090438e+01	  -2.6573185e-01	  -1.3967639e+00	
   0.0000000e+00	   1.9191919e-01	   2.5836599e+01	  -1.3057160e-01	   1.7296221e+00	   7.9296758e+01	  -1.9167554e-01	  -1.4513229e+00	
   0.0000000e+00	   2.0202020e-01	   2.5913648e+01	  -9.1138684e-02	   1.7670247e+00	   7.8485521e+01	  -1.2374683e-01	  -1.5121053e+00	
   0.0000000e+00	   2.1212121e-01	   2.5793546e+01	  -2.9945590e-02	   1.7344598e+00	   7.7600947e+01	  -1.0307053e-01	  -1.5509690e+00	
   0.0000000e+00	   2.2222222e-01	   2.5651937e+01	  -3.8009286e-03	   1.6954223e+00	   7.7428889e+01	  -1.0182447e-01	  -1.5772856e+00	
   0.0000000e+00	   2.3232323e-01	   2.5614768e+01	  -2.5237255e-02	   1.7011736e+00	   7.7937934e+01	  -8.3264689e-02	  -1.6165054e+00	
   0.0000000e+00	   2.4242424e-01	   2.5581428e+01	  -3.5279770e-02	   1.7069942e+00	   7.8743903e+01	  -6.7433136e-02	  -1.6638067e+00	
   0.0000000e+00	   2.5252525e-01	   2.5503368e+01	  -2.3521821e-02	   1.7008548e+00	   7.8909591e+01	  -4.9337701e-03	  -1.6638309e+00	
