   0.0000000e+00	   9.9361590e+00	   8.4597810e-01	   9.0009270e+00	   1.7978550e+01	   1.4735691e+01	
   5.0251256e-03	   9.5847330e+00	   7.9038102e-01	   8.6911105e+00	   1.7923021e+01	   1.4227439e+01	
   1.0050251e-02	   9.2560578e+00	   7.3888969e-01	   8.4014326e+00	   1.7854870e+01	   1.3733587e+01	
   1.5075377e-02	   8.9484950e+00	   6.9116254e-01	   8.1304208e+00	   1.7781787e+01	   1.3251551e+01	
   2.0100503e-02	   8.6605249e+00	   6.4688329e-01	   7.8766536e+00	   1.7729266e+01	   1.2784369e+01	
   2.5125628e-02	   8.3907092e+00	   6.0575825e-01	   7.6389758e+00	   1.7670442e+01	   1.2327681e+01	
   3.0150754e-02	   8.1377934e+00	   5.6752626e-01	   7.4161726e+00	   1.7613926e+01	   1.1881368e+01	
   3.5175879e-02	   7.9005837e+00	   5.3193969e-01	   7.2072500e+00	   1.7565227e+01	   1.1449063e+01	
   4.0201005e-02	   7.6780138e+00	   4.9877717e-01	   7.0112301e+00	   1.7516631e+01	   1.1024746e+01	
   4.5226131e-02	   7.4690655e+00	   4.6783005e-01	   6.8272301e+00	   1.7471651e+01	   1.0610700e+01	
   5.0251256e-02	   7.2728415e+00	   4.3891558e-01	   6.6544883e+00	   1.7428627e+01	   1.0203476e+01	
   5.5276382e-02	   7.0885318e+00	   4.1186455e-01	   6.4922782e+00	   1.7393271e+01	   9.8067643e+00	
   6.0301508e-02	   6.9153503e+00	   3.8651709e-01	   6.3398953e+00	   1.7358299e+01	   9.4178403e+00	
   6.5326633e-02	   6.7525945e+00	   3.6273097e-01	   6.1967598e+00	   1.7323298e+01	   9.0305004e+00	
   7.0351759e-02	   6.5996204e+00	   3.4037684e-01	   6.0623012e+00	   1.7299791e+01	   8.6598090e+00	
   7.5376884e-02	   6.4558694e+00	   3.1933947e-01	   5.9359918e+00	   1.7274767e+01	   8.2911521e+00	
   8.0402010e-02	   6.3207676e+00	   2.9950675e-01	   5.8173686e+00	   1.7254077e+01	   7.9283300e+00	
   8.5427136e-02	   6.1938291e+00	   2.8078357e-01	   5.7060145e+00	   1.7235089e+01	   7.5713845e+00	
   9.0452261e-02	   6.0745914e+00	   2.6307912e-01	   5.6015009e+00	   1.7220443e+01	   7.2199020e+00	
   9.5477387e-02	   5.9626535e+00	   2.4631306e-01	   5.5034658e+00	   1.7208922e+01	   6.8740115e+00	
   1.0050251e-01	   5.8576065e+00	   2.3041024e-01	   5.4116229e+00	   1.7189109e+01	   6.5255200e+00	
   1.0552764e-01	   5.7590978e+00	   2.1530376e-01	   5.3255285e+00	   1.7194623e+01	   6.1974426e+00	
   1.1055276e-01	   5.6668044e+00	   2.0093329e-01	   5.2449960e+00	   1.7192370e+01	   5.8676058e+00	
   1.1557789e-01	   5.5804248e+00	   1.8724518e-01	   5.1697319e+00	   1.7193977e+01	   5.5430999e+00	
   1.2060302e-01	   5.4996705e+00	   1.7419007e-01	   5.0994865e+00	   1.7197599e+01	   5.2254261e+00	
   1.2562814e-01	   5.4242772e+00	   1.6172379e-01	   5.0339955e+00	   1.7203158e+01	   4.9094672e+00	
   1.3065327e-01	   5.3540115e+00	   1.4980675e-01	   4.9730593e+00	   1.7212811e+01	   4.6010932e+00	
   1.3567839e-01	   5.2886412e+00	   1.3840616e-01	   4.9165454e+00	   1.7207592e+01	   4.2922723e+00	
   1.4070352e-01	   5.2279559e+00	   1.2749010e-01	   4.8640061e+00	   1.7239351e+01	   4.0057644e+00	
   1.4572864e-01	   5.1717513e+00	   1.1703253e-01	   4.8155001e+00	   1.7256871e+01	   3.7188286e+00	
   1.5075377e-01	   5.1198491e+00	   1.0701349e-01	   4.7707697e+00	   1.7277333e+01	   3.4413298e+00	
   1.5577889e-01	   5.0720655e+00	   9.7412181e-02	   4.7296286e+00	   1.7298107e+01	   3.1717674e+00	
   1.6080402e-01	   5.0282305e+00	   8.8215762e-02	   4.6919127e+00	   1.7321604e+01	   2.9070436e+00	
   1.6582915e-01	   4.9881801e+00	   7.9410728e-02	   4.6574717e+00	   1.7346753e+01	   2.6537985e+00	
   1.7085427e-01	   4.9517609e+00	   7.0991851e-02	   4.6261772e+00	   1.7360905e+01	   2.4111293e+00	
   1.7587940e-01	   4.9188220e+00	   6.2952119e-02	   4.5977502e+00	   1.7401629e+01	   2.1798375e+00	
   1.8090452e-01	   4.8892072e+00	   5.5290100e-02	   4.5721778e+00	   1.7430474e+01	   1.9583768e+00	
   1.8592965e-01	   4.8627692e+00	   4.8007315e-02	   4.5492604e+00	   1.7458001e+01	   1.7478075e+00	
   1.9095477e-01	   4.8393667e+00	   4.1106497e-02	   4.5288535e+00	   1.7489717e+01	   1.5506008e+00	
   1.9597990e-01	   4.8188487e+00	   3.4596296e-02	   4.5108151e+00	   1.7518997e+01	   1.3615929e+00	
   2.0100503e-01	   4.8010622e+00	   2.8483222e-02	   4.4950044e+00	   1.7547878e+01	   1.1854984e+00	
   2.0603015e-01	   4.7858542e+00	   2.2783656e-02	   4.4812897e+00	   1.7567169e+01	   1.0246233e+00	
   2.1105528e-01	   4.7730776e+00	   1.7511281e-02	   4.4694799e+00	   1.7602294e+01	   8.7050778e-01	
   2.1608040e-01	   4.7625587e+00	   1.2686535e-02	   4.4594879e+00	   1.7626816e+01	   7.3094426e-01	
