   0.0000000e+00	   8.4895735e+00	   1.4016442e-01	   8.1640450e+00	   1.6330010e+01	   1.5016313e+01	
   5.0251256e-03	   8.4908579e+00	   1.4196721e-01	   8.1452445e+00	   1.6807551e+01	   1.4888837e+01	
   1.0050251e-02	   8.4922161e+00	   1.4356116e-01	   8.1261589e+00	   1.7264246e+01	   1.4768101e+01	
   1.5075377e-02	   8.4936473e+00	   1.4494628e-01	   8.1067888e+00	   1.7718998e+01	   1.4652431e+01	
   2.0100503e-02	   8.4951517e+00	   1.4610597e-01	   8.0870849e+00	   1.8214204e+01	   1.4498725e+01	
   2.5125628e-02	   8.4967226e+00	   1.4703142e-01	   8.0671454e+00	   1.8658870e+01	   1.4343439e+01	
   3.0150754e-02	   8.4983571e+00	   1.4772348e-01	   8.0469971e+00	   1.9090871e+01	   1.4193745e+01	
   3.5175879e-02	   8.5000460e+00	   1.4817941e-01	   8.0266096e+00	   1.9574549e+01	   1.4005670e+01	
   4.0201005e-02	   8.5017768e+00	   1.4838562e-01	   8.0060574e+00	   2.0003168e+01	   1.3816076e+01	
   4.5226131e-02	   8.5035503e+00	   1.4834745e-01	   7.9853955e+00	   2.0415636e+01	   1.3633822e+01	
   5.0251256e-02	   8.5053652e+00	   1.4806363e-01	   7.9646086e+00	   2.0865928e+01	   1.3419697e+01	
   5.5276382e-02	   8.5072031e+00	   1.4752880e-01	   7.9437437e+00	   2.1284528e+01	   1.3193444e+01	
   6.0301508e-02	   8.5090603e+00	   1.4674852e-01	   7.9228737e+00	   2.1678178e+01	   1.2979548e+01	
   6.5326633e-02	   8.5109371e+00	   1.4572213e-01	   7.9019960e+00	   2.2097143e+01	   1.2748969e+01	
   7.0351759e-02	   8.5128148e+00	   1.4444999e-01	   7.8811196e+00	   2.2504403e+01	   1.2470599e+01	
   7.5376884e-02	   8.5146901e+00	   1.4292264e-01	   7.8603593e+00	   2.2873168e+01	   1.2211336e+01	
   8.0402010e-02	   8.5165622e+00	   1.4115467e-01	   7.8397070e+00	   2.3246076e+01	   1.1955149e+01	
   8.5427136e-02	   8.5184151e+00	   1.3914779e-01	   7.8191707e+00	   2.3635353e+01	   1.1662702e+01	
