0	1.8352746e+01	1.2213953e+00	1.7309895e+01	1.7383283e+01	-1.8582532e+01
0.025641	1.7796679e+01	1.1587420e+00	1.6592208e+01	1.9317642e+01	-1.6826111e+01
0.0512821	1.7258255e+01	1.0363908e+00	1.5962423e+01	2.1073671e+01	-1.4534648e+01
0.0769231	1.6763498e+01	8.7646727e-01	1.5436173e+01	2.2656203e+01	-1.1886596e+01
0.102564	1.6332629e+01	7.0076604e-01	1.5009018e+01	2.4062636e+01	-9.2172586e+00
0.128205	1.5979146e+01	5.2739958e-01	1.4665300e+01	2.5271462e+01	-6.7992450e+00
0.153846	1.5709220e+01	3.6940255e-01	1.4390627e+01	2.6256270e+01	-4.7067322e+00
0.179487	1.5522647e+01	2.3512272e-01	1.4176911e+01	2.7001462e+01	-2.8644539e+00
0.205128	1.5414254e+01	1.2712540e-01	1.4021132e+01	2.7499606e+01	-1.2876938e+00
0.230769	1.5372915e+01	3.8278918e-02	1.3926018e+01	2.7755607e+01	-2.2546058e-01
0.25641	1.5369304e+01	-4.8426622e-02	1.3905127e+01	2.7796796e+01	6.2424743e-02
0.282051	1.5385724e+01	-1.3438225e-01	1.3965447e+01	2.7639908e+01	7.2042032e-01
0.307692	1.5457717e+01	-2.3121796e-01	1.4091791e+01	2.7253544e+01	2.0875530e+00
0.333333	1.5603336e+01	-3.5252344e-01	1.4276439e+01	2.6620273e+01	3.8117696e+00
0.358974	1.5830129e+01	-5.0002987e-01	1.4519978e+01	2.5741062e+01	5.7722090e+00
0.384615	1.6141021e+01	-6.6802192e-01	1.4827772e+01	2.4626334e+01	8.0215223e+00
0.410256	1.6533272e+01	-8.4585485e-01	1.5211080e+01	2.3298466e+01	1.0587529e+01
0.435897	1.6997196e+01	-1.0179623e+00	1.5686227e+01	2.1782638e+01	1.3292721e+01
0.461538	1.7515881e+01	-1.1639962e+00	1.6264832e+01	2.0096562e+01	1.5792957e+01
0.487179	1.8066230e+01	-1.2614330e+00	1.6941892e+01	1.8234940e+01	1.7834587e+01
0.512821	1.8620088e+01	-1.2895958e+00	1.7691045e+01	1.6195566e+01	1.9275271e+01
0.538462	1.9147730e+01	-1.2353163e+00	1.8466713e+01	1.3969470e+01	2.0036865e+01
0.564103	1.9622132e+01	-1.0980256e+00	1.9209185e+01	1.1605144e+01	2.0069799e+01
0.589744	2.0024259e+01	-8.9344129e-01	1.9855700e+01	9.1698019e+00	1.9255963e+01
0.615385	2.0345534e+01	-6.5375674e-01	2.0354880e+01	6.7900814e+00	1.7575527e+01
0.641026	2.0587482e+01	-4.2127120e-01	2.0683595e+01	4.6032130e+00	1.4948483e+01
0.666667	2.0757151e+01	-2.3517692e-01	2.0856478e+01	2.7516177e+00	1.1365462e+01
0.692308	2.0862526e+01	-1.1593905e-01	2.0921158e+01	1.3264754e+00	6.6974284e+00
0.717949	2.0913521e+01	-5.8116324e-02	2.0936941e+01	4.0551143e-01	1.3700139e+00
0.74359	2.0926784e+01	-3.8836537e-02	2.0940057e+01	1.3452837e-02	-1.5556754e+00
0.769231	2.0923682e+01	-2.7714261e-02	2.0939213e+01	1.6683323e-01	6.6992654e-01
0.794872	2.0894454e+01	7.2032242e-03	2.0931938e+01	8.4757488e-01	-3.8575122e+00
0.820513	2.0818537e+01	9.3508312e-02	2.0898566e+01	2.0581575e+00	-9.1435622e+00
0.846154	2.0682992e+01	2.4706540e-01	2.0787143e+01	3.7304693e+00	-1.3221453e+01
0.871795	2.0479414e+01	4.6083687e-01	2.0540550e+01	5.7873080e+00	-1.6334074e+01
0.897436	2.0199883e+01	7.0330390e-01	2.0125995e+01	8.1064441e+00	-1.8472960e+01
0.923077	1.9839141e+01	9.3183102e-01	1.9548121e+01	1.0540597e+01	-1.9713268e+01
0.948718	1.9400242e+01	1.1078143e+00	1.8846125e+01	1.2953040e+01	-2.0095465e+01
0.974359	1.8896932e+01	1.2068217e+00	1.8079069e+01	1.5255075e+01	-1.9688323e+01
1	1.8352746e+01	1.2213953e+00	1.7309895e+01	1.7378773e+01	-1.8594566e+01
