0	3.2016821e+01	1.0122005e+01	7.8120874e+01	-2.0445057e+01
0.025641	2.7719719e+01	9.2483184e+00	7.5706946e+01	-1.9632100e+01
0.0512821	2.3182043e+01	7.9812251e+00	7.2887026e+01	-1.8260192e+01
0.0769231	1.8691286e+01	6.4753358e+00	6.9671699e+01	-1.6403226e+01
0.102564	1.4553512e+01	4.9118781e+00	6.6157148e+01	-1.4146821e+01
0.128205	1.1034612e+01	3.4580687e+00	6.2568936e+01	-1.1581740e+01
0.153846	8.3064675e+00	2.2300109e+00	5.9273830e+01	-8.7951781e+00
0.179487	6.4197963e+00	1.2777361e+00	5.6680756e+01	-5.8687779e+00
0.205128	5.3115878e+00	6.0208176e-01	5.4996639e+01	-2.8479818e+00
0.230769	4.8403352e+00	1.8258942e-01	5.3906283e+01	1.1026014e-01
0.25641	4.7830009e+00	-1.1169509e-01	5.3377244e+01	1.3586117e-01
0.282051	4.9883173e+00	-4.4070776e-01	5.4198998e+01	1.9682232e+00
0.307692	5.7320949e+00	-9.8984155e-01	5.5324873e+01	5.0867728e+00
0.333333	7.1797664e+00	-1.8188318e+00	5.7296934e+01	8.1006840e+00
0.358974	9.4406035e+00	-2.9406103e+00	6.0132289e+01	1.1023515e+01
0.384615	1.2526572e+01	-4.3351635e+00	6.3498840e+01	1.3777873e+01
0.410256	1.6330753e+01	-5.9200579e+00	6.6997645e+01	1.6277855e+01
0.435897	2.0635737e+01	-7.5488533e+00	7.0338943e+01	1.8432129e+01
0.461538	2.5154409e+01	-9.0388863e+00	7.3372354e+01	2.0150010e+01
0.487179	2.9587473e+01	-1.0212803e+01	7.6051310e+01	2.1349457e+01
0.512821	3.3676120e+01	-1.0935608e+01	7.8388979e+01	2.1961244e+01
0.538462	3.7235309e+01	-1.1135988e+01	8.0423978e+01	2.1930298e+01
0.564103	4.0164411e+01	-1.0809905e+01	8.2198788e+01	2.1216410e+01
0.589744	4.2440009e+01	-1.0010843e+01	8.3749740e+01	1.9797509e+01
0.615385	4.4098525e+01	-8.8330082e+00	8.5105949e+01	1.7681925e+01
0.641026	4.5215745e+01	-7.3918058e+00	8.6291807e+01	1.4936271e+01
0.666667	4.5889162e+01	-5.8024347e+00	8.7323897e+01	1.1721826e+01
0.692308	4.6227966e+01	-4.1567283e+00	8.8194588e+01	8.3011540e+00
0.717949	4.6351012e+01	-2.5044761e+00	8.8849835e+01	4.9543022e+00
0.74359	4.6379214e+01	-8.5500181e-01	8.9195289e+01	1.8002247e+00
0.769231	4.6391793e+01	7.9482609e-01	8.9161476e+01	-1.3084241e+00
0.794872	4.6361697e+01	2.4478001e+00	8.8772470e+01	-4.5942516e+00
0.820513	4.6182198e+01	4.1073947e+00	8.8117250e+01	-8.0642902e+00
0.846154	4.5730943e+01	5.7492889e+00	8.7270298e+01	-1.1489245e+01
0.871795	4.4892425e+01	7.3040355e+00	8.6258083e+01	-1.4577975e+01
0.897436	4.3560197e+01	8.6672491e+00	8.5072889e+01	-1.7113974e+01
0.923077	4.1642471e+01	9.7217196e+00	8.3694168e+01	-1.8985396e+01
0.948718	3.9076618e+01	1.0359712e+01	8.2097290e+01	-2.0156449e+01
0.974359	3.5849314e+01	1.0503154e+01	8.0252087e+01	-2.0633244e+01
1	3.2016821e+01	1.0122005e+01	7.8120874e+01	-2.0444295e+01
