-50.000000	-50.000000	2.167603	99.447006	-0.000013	-0.000319
-47.435897	-50.000000	1.920715	99.398560	0.000008	0.000992
-44.871795	-50.000000	1.643799	99.344376	-0.000003	0.002075
-42.307692	-50.000000	1.351440	99.283501	0.000001	0.002888
-39.743590	-50.000000	1.049561	99.221519	0.000001	0.003642
-37.179487	-50.000000	0.740112	99.154755	-0.000002	0.003981
-34.615385	-50.000000	0.451721	99.092117	0.000002	0.004074
-32.051282	-50.000000	0.171509	99.029160	-0.000002	0.004320
-29.487179	-50.000000	-0.085022	98.969803	0.000001	0.005743
-26.923077	-50.000000	-0.386475	98.900177	-0.000001	0.008734
-24.358974	-50.000000	-0.725647	98.819817	0.000001	0.013297
-21.794872	-50.000000	-1.176697	98.715340	-0.000002	0.018615
-19.230769	-50.000000	-1.684204	98.594566	0.000001	0.023741
-16.666667	-50.000000	-2.284973	98.453835	0.000002	0.027261
-14.102564	-50.000000	-2.850342	98.315285	-0.000006	0.028141
-11.538462	-50.000000	-3.380310	98.185173	0.000004	0.025975
-8.974359	-50.000000	-3.728027	98.089317	0.000005	0.021454
-6.410256	-50.000000	-3.941284	98.025909	-0.000017	0.015514
-3.846154	-50.000000	-3.918030	98.010376	0.000018	0.008880
-1.282051	-50.000000	-3.750061	98.032516	-0.000000	0.001948
1.282051	-50.000000	-3.355042	98.102318	-0.000031	-0.004907
3.846154	-50.000000	-2.848755	98.204216	0.000056	-0.011027
6.410256	-50.000000	-2.177612	98.341888	-0.000052	-0.016078
8.974359	-50.000000	-1.475098	98.494713	0.000014	-0.019601
11.538462	-50.000000	-0.700867	98.662582	0.000046	-0.021715
14.102564	-50.000000	0.020386	98.827812	-0.000100	-0.022218
16.666667	-50.000000	0.722107	98.986038	0.000122	-0.021168
19.230769	-50.000000	1.296753	99.124725	-0.000104	-0.019013
21.794872	-50.000000	1.791931	99.243752	0.000055	-0.016571
24.358974	-50.000000	2.158936	99.336365	0.000001	-0.014686
26.923077	-50.000000	2.472290	99.420883	-0.000040	-0.013320
29.487179	-50.000000	2.691040	99.476563	0.000059	-0.011783
32.051282	-50.000000	2.852600	99.531433	-0.000064	-0.009806
34.615385	-50.000000	2.906738	99.548454	0.000049	-0.007442
37.179487	-50.000000	2.898071	99.565285	-0.000023	-0.005535
39.743590	-50.000000	2.813293	99.551834	0.000001	-0.004223
42.307692	-50.000000	2.703857	99.541771	0.000013	-0.003502
44.871795	-50.000000	2.553711	99.515259	-0.000018	-0.002752
47.435897	-50.000000	2.383362	99.486839	0.000018	-0.001716
50.000000	-50.000000	2.167603	99.447006	-0.000013	-0.000319
52.564103	-50.000000	1.920715	99.398560	0.000008	0.000992
-50.000000	-47.435897	2.145447	99.443398	0.033525	-0.000362
-47.435897	-47.435897	1.897644	99.395058	0.034711	0.000964
-44.871795	-47.435897	1.620178	99.339363	0.035425	0.002061
-42.307692	-47.435897	1.327576	99.279549	0.035632	0.002888
-39.743590	-47.435897	1.025818	99.216080	0.035389	0.003655
-37.179487	-47.435897	0.716858	99.150238	0.034589	0.004006
-34.615385	-47.435897	0.429321	99.086685	0.033189	0.004109
-32.051282	-47.435897	0.150391	99.024292	0.031166	0.004367
-29.487179	-47.435897	-0.104492	98.964577	0.028569	0.005807
-26.923077	-47.435897	-0.403809	98.895309	0.025408	0.008819
-24.358974	-47.435897	-0.740479	98.814949	0.021657	0.013408
-21.794872	-47.435897	-1.188599	98.710793	0.017250	0.018754
-19.230769	-47.435897	-1.692688	98.590256	0.012074	0.023907
-16.666667	-47.435897	-2.289429	98.449936	0.006037	0.027454
-14.102564	-47.435897	-2.850220	98.311890	-0.000862	0.028354
-11.538462	-47.435897	-3.375183	98.182487	-0.008517	0.026203
-8.974359	-47.435897	-3.717468	98.087509	-0.016647	0.021685
-6.410256	-47.435897	-3.925232	98.025192	-0.024824	0.015736
-3.846154	-47.435897	-3.896729	98.011047	-0.032633	0.009080
-1.282051	-47.435897	-3.724182	98.034554	-0.039408	0.002112
1.282051	-47.435897	-3.325500	98.105782	-0.044692	-0.004789
3.846154	-47.435897	-2.816772	98.209312	-0.048216	-0.010964
6.410256	-47.435897	-2.144592	98.347809	-0.049451	-0.016072
8.974359	-47.435897	-1.442444	98.501762	-0.048752	-0.019651
11.538462	-47.435897	-0.669922	98.670494	-0.046064	-0.021815
14.102564	-47.435897	0.048584	98.834961	-0.041503	-0.022359
16.666667	-47.435897	0.746521	98.994423	-0.035975	-0.021340
19.230769	-47.435897	1.316833	99.131706	-0.029035	-0.019206
21.794872	-47.435897	1.807190	99.249428	-0.021913	-0.016774
24.358974	-47.435897	2.169312	99.344337	-0.014438	-0.014891
26.923077	-47.435897	2.477722	99.421432	-0.006986	-0.013515
29.487179	-47.435897	2.691772	99.485359	-0.000142	-0.011976
32.051282	-47.435897	2.848938	99.527687	0.006633	-0.009976
34.615385	-47.435897	2.899109	99.555763	0.012404	-0.007595
37.179487	-47.435897	2.886780	99.560112	0.017796	-0.005669
39.743590	-47.435897	2.798950	99.555321	0.022268	-0.004337
42.307692	-47.435897	2.686829	99.537239	0.026112	-0.003596
44.871795	-47.435897	2.534546	99.514542	0.029257	-0.002827
47.435897	-47.435897	2.362427	99.483177	0.031681	-0.001774
50.000000	-47.435897	2.145447	99.443375	0.033528	-0.000362
52.564103	-47.435897	1.897644	99.394485	0.034715	0.000964
-50.000000	-44.871795	2.077820	99.431580	0.068262	-0.000472
